country_code,year,model_count,ai_policy_lag1,mean_ai_policy_lag1,log_gdp,internet_users_pct,regulatory_quality_filled,regulatory_quality_was_filled
NZL,2017,0,2.0,6.0,26.05386617071697,87.69999695,3.540153169631954,0
NZL,2018,0,2.0,6.0,26.078559587940667,89.0,3.402902579307556,0
NZL,2019,0,4.0,6.0,26.084971223645844,89.86370087,3.183282828330999,0
NZL,2020,0,6.0,6.0,26.08605045641407,90.92099762,3.189100909233092,0
NZL,2021,0,7.0,6.0,26.25954637571204,91.99060059,3.066149544715881,0
NZL,2022,0,8.0,6.0,26.24361825845848,93.07289886,2.611270213127141,0
NZL,2023,0,8.0,6.0,26.26989604502001,93.32610321,1.337159860134126,0
NZL,2024,0,11.0,6.0,26.28968940668044,93.51930237,1.337159860134126,1
OMN,2017,0,0.0,0.0,25.115944252057385,80.18560028,0.6953866988420486,0
OMN,2018,0,0.0,0.0,25.23966876079525,85.5,0.2763101547956469,0
OMN,2019,0,0.0,0.0,25.20129398350721,90.25939941,0.4728385061025617,0
OMN,2020,0,0.0,0.0,25.052807583986556,95.23229321,0.7597925603389742,0
OMN,2021,0,0.0,0.0,25.19288885301414,95.23880005,0.5408368557691577,0
OMN,2022,0,0.0,0.0,25.42240708687556,95.24530029,0.6057029902935032,0
OMN,2023,0,0.0,0.0,25.38835176232849,95.25170135,0.3041762292385102,0
OMN,2024,0,0.0,0.0,25.39737608088987,95.25174678,0.3041762292385102,1
PAK,2017,0,0.0,0.0,26.549872058128145,13.77999973,-1.0364436089992526,0
PAK,2018,0,0.0,0.0,26.59855652184126,15.34000015,-1.127574759721756,0
PAK,2019,0,0.0,0.0,26.4944249040116,17.070901719916,-1.160069453716278,0
PAK,2020,0,0.0,0.0,26.428466005592696,18.935,-1.290445590019226,0
PAK,2024,0,0.0,0.0,26.64147958836576,57.253,-0.6307057321071625,1
PAN,2017,0,0.0,0.0,24.887255994473804,59.9506309038683,0.7264938831329342,0
PAN,2018,0,0.0,0.0,24.932670786594475,61.8055313202468,0.6578558385372159,0
PAN,2019,0,0.0,0.0,24.968598815736108,63.6284147731451,0.6512499779462818,0
PAN,2020,0,0.0,0.0,24.767366492577427,64.82430267,0.5522327035665511,0
PAN,2021,0,0.0,0.0,24.933857329693357,66.04270172,0.30639318227768,0
PAN,2022,0,0.0,0.0,25.060286011767456,67.2838974,0.1779850065708161,0
PAN,2023,0,0.0,0.0,25.151843884035028,68.54851592,0.0831479728221891,0
PAN,2024,0,0.0,0.0,25.183687196346337,72.77149963,0.0831479728221891,1
PER,2017,0,2.0,6.125,26.07516180895261,50.4504121848143,0.601019287109375,0
PER,2018,0,2.0,6.125,26.128628842360857,55.0543342443197,0.7567315995693205,0
PER,2019,0,2.0,6.125,26.154127885746323,59.9505036049006,0.8836553394794461,0
PER,2020,0,4.0,6.125,26.02860695289425,65.25179796,0.8054389834403992,0
PER,2021,0,7.0,6.125,26.14559601599352,71.10782643,0.1140779182314872,0
PER,2022,0,9.0,6.125,26.229287654347257,74.67495213,0.292004972696304,0
PER,2023,0,9.0,6.125,26.31434613291413,79.48484477,0.2045436292886735,0
PER,2024,0,14.0,6.125,26.39916832838704,81.95705992,0.2045436292886735,1
PHL,2017,0,0.0,0.0,26.517744033281858,41.59999847,0.2201608985662456,0
PHL,2018,0,0.0,0.0,26.572134883631264,44.09999847,0.0525195628404617,0
PHL,2019,0,0.0,0.0,26.65504248557334,43.0266118680279,0.1746529012918467,0
PHL,2020,0,0.0,0.0,26.614222368870674,53.76490021,0.1967370674014086,0
PHL,2021,0,0.0,0.0,26.699838447169697,66.90779877,0.1102613858878612,0
PHL,2022,0,0.0,0.0,26.725555009839525,75.21114422,0.0878998339176178,0
PHL,2023,0,0.0,0.0,26.80332631740801,77.86699677,0.114978474378586,0
PHL,2024,0,0.0,0.0,26.85811869516594,67.26300914,0.114978474378586,1
